acted	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
actest	melville-moby_dick.txt
acting	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
action	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
actions	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
actiuely	shakespeare-hamlet.txt
actium	melville-moby_dick.txt
active	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
actively	melville-moby_dick.txt
activities	chesterton-brown.txt
activity	austen-emma.txt,austen-persuasion.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
actor	chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,shakespeare-hamlet.txt,whitman-leaves.txt
actors	chesterton-brown.txt,edgeworth-parents.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,whitman-leaves.txt
actress	chesterton-brown.txt,whitman-leaves.txt
actresses	edgeworth-parents.txt
acts	austen-sense.txt,bible-kjv.txt,chesterton-thursday.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
actual	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-thursday.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
actuality	chesterton-thursday.txt
actuall	shakespeare-macbeth.txt
actually	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt
actuated	austen-persuasion.txt,melville-moby_dick.txt
actuates	edgeworth-parents.txt
actus	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
acumen	chesterton-thursday.txt
acushnet	melville-moby_dick.txt
acute	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,melville-moby_dick.txt
acutely	austen-sense.txt
acuteness	austen-emma.txt,austen-sense.txt,melville-moby_dick.txt
ad	edgeworth-parents.txt
ada	carroll-alice.txt
adadah	bible-kjv.txt
adages	whitman-leaves.txt
adah	bible-kjv.txt
adaiah	bible-kjv.txt
adaies	shakespeare-hamlet.txt
adalia	bible-kjv.txt
adam	bible-kjv.txt,chesterton-ball.txt,chesterton-thursday.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,whitman-leaves.txt
adamah	bible-kjv.txt
adamant	bible-kjv.txt,chesterton-ball.txt,milton-paradise.txt,whitman-leaves.txt
adamantine	chesterton-ball.txt,chesterton-thursday.txt,milton-paradise.txt
adami	bible-kjv.txt
adamic	whitman-leaves.txt
adamite	melville-moby_dick.txt
adams	shakespeare-hamlet.txt
adapt	austen-emma.txt
adaptation	bryant-stories.txt
adapted	austen-persuasion.txt,austen-sense.txt,melville-moby_dick.txt
adar	bible-kjv.txt
adbeel	bible-kjv.txt
add	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
addage	shakespeare-macbeth.txt
addan	bible-kjv.txt
addar	bible-kjv.txt
adde	shakespeare-caesar.txt,shakespeare-macbeth.txt
added	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-macbeth.txt,whitman-leaves.txt
adder	bible-kjv.txt,chesterton-brown.txt,milton-paradise.txt,shakespeare-caesar.txt
adders	bible-kjv.txt,shakespeare-macbeth.txt
addeth	bible-kjv.txt
addi	bible-kjv.txt
addicted	bible-kjv.txt,shakespeare-hamlet.txt
adding	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,melville-moby_dick.txt,whitman-leaves.txt
addison	edgeworth-parents.txt
addition	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
additional	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
additions	austen-sense.txt,bible-kjv.txt,chesterton-ball.txt
addon	bible-kjv.txt
address	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
addresse	shakespeare-hamlet.txt
addressed	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
addresses	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-thursday.txt
addressing	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt
addrest	shakespeare-caesar.txt,shakespeare-macbeth.txt
adds	bryant-stories.txt,edgeworth-parents.txt,melville-moby_dick.txt
adelaide	austen-emma.txt,whitman-leaves.txt
adelphi	chesterton-brown.txt
adequate	austen-emma.txt,austen-sense.txt,melville-moby_dick.txt
adequately	melville-moby_dick.txt
ader	bible-kjv.txt
ades	milton-paradise.txt
adhere	milton-paradise.txt,shakespeare-macbeth.txt,whitman-leaves.txt
adherence	austen-emma.txt,edgeworth-parents.txt
adherents	milton-paradise.txt
adheres	shakespeare-hamlet.txt,whitman-leaves.txt
adhering	austen-sense.txt,melville-moby_dick.txt
adhesiveness	melville-moby_dick.txt,whitman-leaves.txt
adiel	bible-kjv.txt
adieu	austen-persuasion.txt,austen-sense.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
adieus	austen-emma.txt,austen-persuasion.txt,austen-sense.txt
adieux	melville-moby_dick.txt
adiew	shakespeare-hamlet.txt
adin	bible-kjv.txt
adina	bible-kjv.txt
adino	bible-kjv.txt
adios	melville-moby_dick.txt
adioyn	shakespeare-hamlet.txt
adirondacks	whitman-leaves.txt
adithaim	bible-kjv.txt
adjacent	edgeworth-parents.txt,melville-moby_dick.txt
adjoined	milton-paradise.txt
adjoining	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
adjourn	carroll-alice.txt,milton-paradise.txt
adjourned	edgeworth-parents.txt
adjudg	milton-paradise.txt
adjudged	edgeworth-parents.txt,milton-paradise.txt
adjunct	whitman-leaves.txt
adjuncts	whitman-leaves.txt
adjure	bible-kjv.txt
adjured	bible-kjv.txt
adjust	melville-moby_dick.txt,whitman-leaves.txt
adjusted	edgeworth-parents.txt
adjusting	austen-sense.txt,melville-moby_dick.txt,whitman-leaves.txt
adjustments	whitman-leaves.txt
adjutant	whitman-leaves.txt
adlai	bible-kjv.txt
admah	bible-kjv.txt
admatha	bible-kjv.txt
admeasurement	melville-moby_dick.txt
admeasurements	melville-moby_dick.txt
administer	austen-emma.txt,austen-sense.txt
administered	austen-emma.txt,bible-kjv.txt,chesterton-ball.txt,melville-moby_dick.txt
administering	austen-sense.txt,melville-moby_dick.txt
administration	bible-kjv.txt
administrations	bible-kjv.txt
admir	shakespeare-macbeth.txt
admirable	austen-emma.txt,austen-sense.txt,chesterton-ball.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,shakespeare-hamlet.txt,whitman-leaves.txt
admirably	austen-emma.txt,austen-persuasion.txt,edgeworth-parents.txt,melville-moby_dick.txt
admiral	austen-persuasion.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
admirals	chesterton-brown.txt,melville-moby_dick.txt
admiralty	austen-persuasion.txt
admirant	whitman-leaves.txt
admiration	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,milton-paradise.txt,shakespeare-hamlet.txt,whitman-leaves.txt
admire	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
admired	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,blake-poems.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,milton-paradise.txt,whitman-leaves.txt
admirer	austen-emma.txt,austen-persuasion.txt,melville-moby_dick.txt
admirers	austen-sense.txt,chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
admires	austen-emma.txt,austen-persuasion.txt,austen-sense.txt
admirest	milton-paradise.txt
admiring	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,edgeworth-parents.txt,milton-paradise.txt
admissible	austen-emma.txt
admission	austen-emma.txt,austen-sense.txt
admit	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,burgess-busterbrown.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt
admits	austen-emma.txt,melville-moby_dick.txt,whitman-leaves.txt
admittance	austen-sense.txt,chesterton-ball.txt,shakespeare-hamlet.txt
admitted	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,burgess-busterbrown.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt
admitting	austen-sense.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
admonish	bible-kjv.txt,melville-moby_dick.txt,milton-paradise.txt
admonished	bible-kjv.txt,melville-moby_dick.txt,milton-paradise.txt
admonishing	bible-kjv.txt,melville-moby_dick.txt
admonishment	milton-paradise.txt
admonition	bible-kjv.txt,whitman-leaves.txt
admonitions	melville-moby_dick.txt
admonitory	melville-moby_dick.txt
adn	milton-paradise.txt
adna	bible-kjv.txt
adnah	bible-kjv.txt
ado	bible-kjv.txt,edgeworth-parents.txt,melville-moby_dick.txt
adobie	whitman-leaves.txt
adolescence	melville-moby_dick.txt
adona	blake-poems.txt
adonibezek	bible-kjv.txt
adonijah	bible-kjv.txt
adonikam	bible-kjv.txt
adoniram	bible-kjv.txt
adonis	milton-paradise.txt
adonizedec	bible-kjv.txt
adopt	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
adopted	austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
adopting	melville-moby_dick.txt
adoption	austen-emma.txt,bible-kjv.txt,carroll-alice.txt,melville-moby_dick.txt,shakespeare-hamlet.txt
adorable	chesterton-ball.txt,chesterton-thursday.txt
adoraim	bible-kjv.txt
adoram	bible-kjv.txt
adoration	austen-emma.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
adore	chesterton-ball.txt,edgeworth-parents.txt,milton-paradise.txt
adored	austen-emma.txt,milton-paradise.txt,whitman-leaves.txt
adorers	milton-paradise.txt
adores	shakespeare-hamlet.txt
adoring	austen-emma.txt,melville-moby_dick.txt,milton-paradise.txt
adorn	bible-kjv.txt,milton-paradise.txt,whitman-leaves.txt
adorned	austen-sense.txt,bible-kjv.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
adorneth	bible-kjv.txt
adorning	bible-kjv.txt,melville-moby_dick.txt,whitman-leaves.txt
adornment	melville-moby_dick.txt
adornments	whitman-leaves.txt
adorns	milton-paradise.txt
adown	melville-moby_dick.txt
adramelech	milton-paradise.txt
adrammelech	bible-kjv.txt
adramyttium	bible-kjv.txt
adria	bible-kjv.txt,milton-paradise.txt
adriatic	whitman-leaves.txt
adriel	bible-kjv.txt
adrift	melville-moby_dick.txt,milton-paradise.txt
adroit	melville-moby_dick.txt
adroitly	melville-moby_dick.txt
adroop	melville-moby_dick.txt
aduanc	shakespeare-hamlet.txt
aduance	shakespeare-macbeth.txt
aduancement	shakespeare-hamlet.txt
aduantage	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
adue	shakespeare-hamlet.txt
aduenturous	shakespeare-hamlet.txt
aduice	shakespeare-hamlet.txt,shakespeare-macbeth.txt
aduise	shakespeare-hamlet.txt,shakespeare-macbeth.txt
adulation	whitman-leaves.txt
adullam	bible-kjv.txt
adullamite	bible-kjv.txt
adult	chesterton-ball.txt,melville-moby_dick.txt
adulterate	shakespeare-hamlet.txt
adulterer	bible-kjv.txt,melville-moby_dick.txt
adulterers	bible-kjv.txt
adulteress	bible-kjv.txt
adulteresses	bible-kjv.txt
adulteries	bible-kjv.txt
adulterous	bible-kjv.txt,milton-paradise.txt,whitman-leaves.txt
adultery	bible-kjv.txt,chesterton-brown.txt,milton-paradise.txt
adultress	bible-kjv.txt
adummim	bible-kjv.txt
adust	milton-paradise.txt
adusted	milton-paradise.txt
advance	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
advanced	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
advancement	austen-sense.txt,melville-moby_dick.txt
advances	austen-emma.txt,austen-sense.txt,melville-moby_dick.txt,whitman-leaves.txt
advancing	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
advantage	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
advantaged	bible-kjv.txt
advantageous	austen-emma.txt,austen-sense.txt,milton-paradise.txt
advantages	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
advantageth	bible-kjv.txt
advent	melville-moby_dick.txt
adventur	whitman-leaves.txt
adventure	austen-emma.txt,bible-kjv.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
adventured	bible-kjv.txt
adventurer	chesterton-thursday.txt,milton-paradise.txt
adventurers	chesterton-ball.txt,chesterton-thursday.txt
adventures	bryant-stories.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt
adventuring	austen-emma.txt
adventurous	austen-emma.txt,chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
adventurously	melville-moby_dick.txt
adversaries	bible-kjv.txt
adversary	austen-emma.txt,bible-kjv.txt,milton-paradise.txt
adverse	austen-persuasion.txt,chesterton-ball.txt,melville-moby_dick.txt,milton-paradise.txt
adversities	bible-kjv.txt
adversity	bible-kjv.txt,edgeworth-parents.txt
advert	melville-moby_dick.txt
advertise	austen-persuasion.txt,bible-kjv.txt,edgeworth-parents.txt,whitman-leaves.txt
advertised	austen-persuasion.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt
advertisement	chesterton-thursday.txt,edgeworth-parents.txt
advertisements	chesterton-brown.txt
advertising	austen-emma.txt
advice	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
advisable	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt
advise	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,milton-paradise.txt,whitman-leaves.txt
advised	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,burgess-busterbrown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
advisement	bible-kjv.txt
adviser	austen-emma.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt
advising	austen-emma.txt,austen-persuasion.txt,edgeworth-parents.txt,milton-paradise.txt
advocate	austen-emma.txt,bible-kjv.txt,chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt
adze	whitman-leaves.txt
aegaean	milton-paradise.txt
aeneas	bible-kjv.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,whitman-leaves.txt
aenon	bible-kjv.txt
aerated	melville-moby_dick.txt
aereal	milton-paradise.txt
aerial	whitman-leaves.txt
aery	milton-paradise.txt
aesop	chesterton-thursday.txt
aesthete	chesterton-thursday.txt
aesthetes	chesterton-brown.txt
aesthetic	whitman-leaves.txt
aesthetically	chesterton-ball.txt,melville-moby_dick.txt
aesthetics	chesterton-ball.txt,melville-moby_dick.txt
aetna	milton-paradise.txt
afar	bible-kjv.txt,blake-poems.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
afarre	shakespeare-hamlet.txt
afear	shakespeare-caesar.txt
afeard	shakespeare-macbeth.txt
afer	milton-paradise.txt
affabilitie	shakespeare-caesar.txt
affability	austen-emma.txt,austen-sense.txt,edgeworth-parents.txt
affable	austen-emma.txt,austen-sense.txt,milton-paradise.txt
affably	bryant-stories.txt,chesterton-thursday.txt
affair	austen-emma.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt
affaire	shakespeare-hamlet.txt,shakespeare-macbeth.txt
affaires	shakespeare-hamlet.txt,shakespeare-macbeth.txt
affairs	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
affayre	shakespeare-hamlet.txt
affayres	shakespeare-caesar.txt
affear	shakespeare-hamlet.txt,shakespeare-macbeth.txt
affect	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
affectation	austen-emma.txt,austen-sense.txt,bryant-stories.txt,chesterton-ball.txt,edgeworth-parents.txt,shakespeare-hamlet.txt
affectations	whitman-leaves.txt
affected	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
