TIME_PERIOD,VICTIMIZATION_PRIMARY,AGE,SEX,RACE,NUMBER_OF_VICTIMS
12/31/2004,BATTERY,60-69,M,WHI,1
3/31/2011,ROBBERY,70-79,F,API,1
12/31/2004,ASSAULT,30-39,F,WWH,8
12/31/2010,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,17
3/31/2018,BATTERY,30-39,M,BLK,46
6/30/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,3
9/30/2002,ASSAULT,0-19,M,WWH,25
3/31/2015,HOMICIDE,50-59,F,BLK,1
3/31/2003,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,1
9/30/2006,ROBBERY,40-49,UNKNOWN,UNKNOWN,4
6/30/2006,BATTERY,0-19,M,BLK,108
12/31/1991,HOMICIDE,0-19,F,BLK,5
6/30/2017,BATTERY,0-19,F,BLK,12
3/31/2018,BATTERY,20-29,M,API,1
9/30/2004,BATTERY,30-39,M,WHI,5
6/30/2011,BATTERY,50-59,F,BLK,19
12/31/2017,ROBBERY,20-29,UNKNOWN,UNKNOWN,6
12/31/2019,ROBBERY,60-69,M,API,5
9/30/2013,BATTERY,0-19,F,WBH,2
3/31/2015,BATTERY,20-29,F,WBH,1
3/31/2011,CRIMINAL SEXUAL ASSAULT,20-29,M,WHI,2
3/31/2005,ROBBERY,20-29,M,WHI,1
12/31/2020,ROBBERY,0-19,F,BLK,2
3/31/1991,HOMICIDE,40-49,M,BLK,3
6/30/2009,ROBBERY,30-39,M,BLK,3
9/30/1991,HOMICIDE,40-49,F,WHI,1
12/31/2002,ROBBERY,20-29,M,WWH,242
3/31/2012,BATTERY,50-59,M,WWH,3
12/31/2015,BATTERY,50-59,M,WHI,1
6/30/2011,ROBBERY,40-49,M,I,1
3/31/2020,ASSAULT,60-69,M,BLK,6
9/30/2008,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,75
9/30/2015,ASSAULT,50-59,F,WWH,4
9/30/2019,ASSAULT,50-59,UNKNOWN,UNKNOWN,1
9/30/2003,ASSAULT,40-49,F,WHI,2
6/30/2011,ROBBERY,20-29,F,UNKNOWN,9
6/30/2016,ASSAULT,20-29,M,BLK,37
3/31/2002,HOMICIDE,50-59,M,WWH,1
9/30/2014,ROBBERY,60-69,M,WHI,16
9/30/2016,ROBBERY,60-69,UNKNOWN,BLK,2
9/30/2019,CRIMINAL SEXUAL ASSAULT,60-69,F,WHI,2
9/30/2019,ROBBERY,30-39,M,API,8
9/30/2013,HOMICIDE,30-39,F,BLK,1
12/31/2020,ASSAULT,40-49,M,BLK,68
12/31/2002,BATTERY,0-19,F,WHI,2
3/31/2003,BATTERY,UNKNOWN,M,WWH,6
6/30/2010,BATTERY,40-49,F,UNKNOWN,1
9/30/2001,BATTERY,50-59,F,API,1
9/30/2006,ASSAULT,20-29,M,API,2
6/30/2009,BATTERY,40-49,M,UNKNOWN,5
12/31/2021,HOMICIDE,0-19,F,BLK,1
3/31/1999,HOMICIDE,30-39,M,WWH,4
9/30/2021,BATTERY,80+,F,BLK,2
3/31/2020,ASSAULT,60-69,M,WWH,2
12/31/2012,BATTERY,70-79,M,BLK,4
6/30/2019,BATTERY,60-69,M,WWH,7
9/30/2012,ROBBERY,30-39,F,I,1
9/30/2013,ASSAULT,0-19,F,BLK,8
6/30/1992,HOMICIDE,20-29,F,WWH,1
3/31/2021,BATTERY,UNKNOWN,M,WHI,1
9/30/2012,ROBBERY,50-59,M,UNKNOWN,8
3/31/2005,ASSAULT,60-69,M,I,1
3/31/2011,HOMICIDE,0-19,M,WHI,1
9/30/2002,ROBBERY,70-79,M,BLK,49
3/31/2005,BATTERY,0-19,F,BLK,32
3/31/2014,BATTERY,0-19,M,BLK,32
3/31/2011,BATTERY,UNKNOWN,M,BLK,2
3/31/2017,ROBBERY,0-19,F,BLK,18
3/31/2006,ASSAULT,70-79,M,BLK,4
3/31/2007,HOMICIDE,60-69,M,WHI,1
9/30/2009,BATTERY,40-49,M,BLK,66
12/31/2011,HOMICIDE,20-29,M,BLK,33
3/31/2011,BATTERY,20-29,F,UNKNOWN,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,20-29,UNKNOWN,UNKNOWN,1
6/30/2002,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,3
12/31/2007,ASSAULT,20-29,F,I,1
3/31/2011,ROBBERY,50-59,F,BLK,42
6/30/2006,BATTERY,30-39,UNKNOWN,UNKNOWN,2
12/31/2008,ROBBERY,70-79,M,BLK,38
12/31/2009,ROBBERY,60-69,M,UNKNOWN,6
12/31/2018,ROBBERY,50-59,M,UNKNOWN,5
6/30/2001,ROBBERY,20-29,F,API,8
12/31/2008,ASSAULT,0-19,M,BLK,23
9/30/2015,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,2
12/31/2001,BATTERY,20-29,F,BLK,186
6/30/2005,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,26
6/30/2013,BATTERY,30-39,M,WWH,31
12/31/2018,ROBBERY,80+,M,WHI,2
6/30/2012,CRIMINAL SEXUAL ASSAULT,40-49,UNKNOWN,BLK,1
12/31/2006,BATTERY,0-19,M,I,1
6/30/2005,ROBBERY,0-19,F,WWH,16
3/31/2010,ROBBERY,40-49,F,UNKNOWN,3
3/31/2009,ROBBERY,20-29,F,I,1
12/31/2017,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,WWH,1
6/30/2009,CRIMINAL SEXUAL ASSAULT,0-19,M,API,1
12/31/2018,ROBBERY,30-39,F,I,2
9/30/2007,CRIMINAL SEXUAL ASSAULT,30-39,M,WHI,2
6/30/2018,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,93
12/31/2009,ROBBERY,UNKNOWN,M,UNKNOWN,2
9/30/2016,BATTERY,30-39,F,BLK,20
6/30/2019,BATTERY,40-49,M,API,1
9/30/2015,ROBBERY,80+,M,API,1
3/31/2008,ROBBERY,50-59,M,BLK,3
6/30/2015,ROBBERY,20-29,F,WBH,1
9/30/2019,BATTERY,60-69,M,UNKNOWN,1
9/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,8
12/31/2017,ASSAULT,60-69,M,BLK,17
9/30/2009,HOMICIDE,0-19,F,BLK,1
9/30/2020,ASSAULT,30-39,M,API,5
6/30/2003,CRIMINAL SEXUAL ASSAULT,60-69,F,BLK,1
12/31/2005,BATTERY,20-29,F,BLK,100
6/30/2003,ASSAULT,30-39,M,API,8
3/31/2021,ASSAULT,20-29,F,WHI,5
3/31/2015,BATTERY,20-29,F,UNKNOWN,1
9/30/2004,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,2
6/30/2020,CRIMINAL SEXUAL ASSAULT,30-39,F,BLK,16
6/30/2010,ROBBERY,UNKNOWN,F,WWH,1
6/30/2011,CRIMINAL SEXUAL ASSAULT,20-29,F,API,4
9/30/2014,BATTERY,40-49,F,BLK,28
6/30/2001,ROBBERY,0-19,F,WWH,1
9/30/2005,ASSAULT,UNKNOWN,M,BLK,1
9/30/2008,ROBBERY,80+,F,API,1
12/31/2005,ROBBERY,30-39,M,I,5
3/31/2016,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,5
6/30/2018,BATTERY,20-29,F,WHI,13
3/31/2002,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,47
6/30/2019,ASSAULT,0-19,M,WHI,2
6/30/2007,ROBBERY,UNKNOWN,M,WWH,3
3/31/2014,BATTERY,30-39,F,BLK,17
6/30/2011,ASSAULT,0-19,M,WHI,5
6/30/2006,ASSAULT,50-59,F,WHI,2
3/31/2002,ROBBERY,0-19,M,BLK,77
6/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,4
12/31/2004,ASSAULT,0-19,M,BLK,13
6/30/2016,ROBBERY,50-59,M,WWH,49
12/31/2005,ROBBERY,80+,F,WHI,7
9/30/2014,ROBBERY,30-39,F,UNKNOWN,6
9/30/2018,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,3
6/30/1991,HOMICIDE,20-29,M,WWH,8
6/30/2010,ASSAULT,40-49,F,WWH,8
9/30/2015,ROBBERY,20-29,F,BLK,168
6/30/2011,ROBBERY,70-79,M,WHI,6
3/31/2004,ROBBERY,60-69,F,BLK,1
9/30/2014,ROBBERY,50-59,M,I,1
9/30/2021,ASSAULT,50-59,F,WHI,4
9/30/2019,HOMICIDE,50-59,M,BLK,1
12/31/1999,HOMICIDE,20-29,F,BLK,2
3/31/2002,ASSAULT,70-79,M,BLK,4
6/30/2018,ASSAULT,70-79,M,WWH,1
12/31/2014,ROBBERY,60-69,F,UNKNOWN,2
12/31/2004,ROBBERY,40-49,F,BLK,132
6/30/2010,ROBBERY,0-19,M,WWH,101
6/30/2020,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
9/30/2008,CRIMINAL SEXUAL ASSAULT,0-19,F,API,1
6/30/2001,BATTERY,UNKNOWN,M,WWH,1
3/31/2005,ASSAULT,0-19,F,UNKNOWN,1
6/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,3
3/31/2013,ASSAULT,40-49,M,BLK,55
3/31/2015,ROBBERY,50-59,F,BLK,1
6/30/2023,ASSAULT,20-29,F,WHI,5
9/30/2020,HOMICIDE,40-49,M,BLK,1
3/31/2021,BATTERY,30-39,M,BLK,92
6/30/2017,BATTERY,30-39,M,WWH,9
9/30/2002,BATTERY,0-19,M,UNKNOWN,1
12/31/2015,ASSAULT,0-19,F,BLK,17
6/30/2005,ROBBERY,0-19,UNKNOWN,UNKNOWN,3
9/30/2013,ASSAULT,30-39,M,BLK,21
9/30/2015,BATTERY,50-59,F,UNKNOWN,1
3/31/2013,ROBBERY,0-19,F,BLK,1
9/30/2009,HOMICIDE,20-29,F,BLK,1
6/30/2014,NON-FATAL,20-29,M,BLK,1
6/30/2012,ROBBERY,60-69,UNKNOWN,UNKNOWN,2
6/30/2001,ROBBERY,80+,M,BLK,15
9/30/2012,ROBBERY,0-19,M,I,1
12/31/2015,ROBBERY,70-79,F,BLK,3
12/31/2005,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,4
6/30/2009,ASSAULT,40-49,M,WWH,23
6/30/2007,ROBBERY,60-69,M,WWH,15
9/30/2013,BATTERY,20-29,UNKNOWN,API,1
3/31/2003,ASSAULT,60-69,M,UNKNOWN,1
6/30/2019,ROBBERY,40-49,F,WHI,1
6/30/2001,BATTERY,20-29,M,WHI,3
9/30/2005,BATTERY,70-79,F,BLK,4
6/30/2008,ROBBERY,20-29,M,WBH,5
12/31/2013,ASSAULT,60-69,M,BLK,11
12/31/2002,ASSAULT,50-59,M,BLK,9
3/31/2011,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,2
6/30/2018,ROBBERY,0-19,M,WWH,23
6/30/2020,ASSAULT,20-29,UNKNOWN,WWH,1
9/30/2013,ASSAULT,70-79,M,API,1
9/30/2016,ROBBERY,0-19,F,WBH,1
6/30/2014,BATTERY,20-29,F,UNKNOWN,1
12/31/2007,ROBBERY,0-19,F,WHI,12
12/31/2009,ROBBERY,50-59,F,WHI,33
3/31/2010,ASSAULT,0-19,M,WHI,6
3/31/2011,ROBBERY,0-19,M,WWH,68
6/30/2006,HOMICIDE,20-29,M,WWH,8
3/31/2001,ASSAULT,0-19,F,WHI,1
6/30/2010,ASSAULT,40-49,UNKNOWN,WHI,1
12/31/2018,ROBBERY,60-69,F,WHI,12
12/31/2007,BATTERY,20-29,M,WWH,119
6/30/2013,ASSAULT,50-59,M,UNKNOWN,1
12/31/2006,ASSAULT,0-19,F,WWH,18
6/30/2015,ASSAULT,0-19,M,UNKNOWN,1
6/30/2012,ASSAULT,40-49,M,BLK,61
3/31/2006,ROBBERY,UNKNOWN,M,WWH,7
9/30/2003,HOMICIDE,30-39,M,WWH,3
12/31/2013,BATTERY,30-39,UNKNOWN,BLK,1
6/30/2012,ROBBERY,0-19,F,BLK,2
12/31/2008,BATTERY,30-39,F,WHI,4
9/30/2015,CRIMINAL SEXUAL ASSAULT,30-39,M,WHI,1
6/30/2011,CRIMINAL SEXUAL ASSAULT,60-69,F,BLK,2
9/30/2002,ROBBERY,0-19,F,API,3
9/30/2006,BATTERY,0-19,M,WHI,11
9/30/2017,HOMICIDE,30-39,M,WWH,4
9/30/2007,ASSAULT,20-29,F,WHI,13
3/31/2016,BATTERY,30-39,M,WWH,7
6/30/2002,CRIMINAL SEXUAL ASSAULT,40-49,M,WHI,3
3/31/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,6
9/30/2001,ROBBERY,60-69,F,WBH,1
3/31/2008,ASSAULT,40-49,M,WWH,15
12/31/2006,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,15
9/30/2019,BATTERY,50-59,F,WHI,3
3/31/2019,BATTERY,20-29,F,WHI,11
3/31/1992,HOMICIDE,0-19,M,WWH,3
9/30/2011,BATTERY,60-69,M,WHI,12
12/31/2010,HOMICIDE,50-59,F,WWH,1
3/31/2006,ROBBERY,60-69,M,WWH,22
6/30/2010,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,1
6/30/2003,ASSAULT,70-79,M,BLK,3
6/30/2003,ROBBERY,0-19,M,BLK,107
9/30/2015,ROBBERY,60-69,F,API,1
12/31/2001,ROBBERY,30-39,F,WBH,1
6/30/2015,BATTERY,30-39,F,BLK,39
9/30/2004,ROBBERY,50-59,F,API,5
12/31/2017,HOMICIDE,30-39,F,BLK,1
12/31/2013,ASSAULT,20-29,M,API,1
9/30/2017,CRIMINAL SEXUAL ASSAULT,30-39,UNKNOWN,BLK,1
9/30/2008,ASSAULT,30-39,M,WWH,8
3/31/2009,ROBBERY,20-29,M,WBH,4
12/31/2011,BATTERY,30-39,M,WHI,38
9/30/2021,ASSAULT,40-49,M,WWH,54
3/31/2023,HOMICIDE,40-49,F,BLK,2
9/30/2001,CRIMINAL SEXUAL ASSAULT,0-19,F,I,1
12/31/2013,HOMICIDE,70-79,F,WHI,1
9/30/2011,ASSAULT,30-39,F,WWH,16
3/31/2019,ROBBERY,0-19,M,WWH,17
9/30/2006,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,6
3/31/2003,ROBBERY,40-49,UNKNOWN,BLK,1
6/30/2020,ROBBERY,0-19,M,WBH,1
6/30/2017,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,8
3/31/2018,ASSAULT,0-19,M,WHI,1
3/31/2011,ASSAULT,40-49,F,WWH,5
12/31/2017,ASSAULT,80+,F,BLK,1
9/30/2009,HOMICIDE,50-59,F,BLK,1
12/31/2019,ASSAULT,50-59,M,WWH,2
3/31/2016,HOMICIDE,20-29,M,WHI,1
3/31/2001,ROBBERY,40-49,M,WHI,81
12/31/2016,ASSAULT,40-49,F,WHI,5
6/30/2019,ASSAULT,30-39,UNKNOWN,WWH,1
3/31/2001,ASSAULT,30-39,M,WHI,52
9/30/2009,ROBBERY,0-19,F,WHI,15
9/30/2019,BATTERY,0-19,M,WBH,2
6/30/2021,BATTERY,30-39,F,WHI,3
12/31/2012,BATTERY,30-39,M,API,1
3/31/1992,HOMICIDE,60-69,F,BLK,1
3/31/2013,ASSAULT,0-19,M,API,1
3/31/2007,BATTERY,80+,F,BLK,2
9/30/2011,ROBBERY,40-49,F,WWH,34
9/30/2010,ROBBERY,50-59,M,API,17
6/30/2009,ASSAULT,0-19,F,UNKNOWN,2
3/31/2015,ROBBERY,40-49,F,WHI,8
3/31/1998,HOMICIDE,70-79,M,BLK,1
9/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,1
12/31/2012,ASSAULT,UNKNOWN,F,WWH,1
3/31/2014,ROBBERY,80+,F,BLK,5
9/30/2022,HOMICIDE,60-69,M,WWH,1
3/31/2020,ASSAULT,20-29,F,UNKNOWN,6
12/31/2002,ASSAULT,40-49,M,WHI,47
3/31/2005,BATTERY,40-49,M,WBH,1
3/31/2005,ASSAULT,40-49,M,WWH,3
9/30/2020,ASSAULT,50-59,F,UNKNOWN,2
9/30/2013,CRIMINAL SEXUAL ASSAULT,0-19,F,API,1
3/31/2020,ASSAULT,40-49,M,I,1
9/30/2012,BATTERY,0-19,F,WHI,1
6/30/2018,BATTERY,30-39,F,BLK,111
12/31/2005,ASSAULT,UNKNOWN,M,WWH,5
9/30/2002,BATTERY,40-49,F,WWH,13
6/30/2017,ROBBERY,0-19,F,BLK,25
9/30/2001,ROBBERY,60-69,M,API,2
6/30/2020,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,1
9/30/2004,ROBBERY,50-59,M,WBH,1
6/30/2008,ROBBERY,UNKNOWN,F,BLK,4
9/30/2016,ROBBERY,0-19,M,API,5
6/30/2011,ROBBERY,60-69,M,BLK,1
12/31/2003,ASSAULT,80+,M,BLK,1
9/30/2014,BATTERY,50-59,F,WHI,3
3/31/2003,ROBBERY,50-59,F,WWH,14
6/30/2019,ROBBERY,50-59,F,BLK,48
9/30/2002,ROBBERY,0-19,M,WBH,1
12/31/2013,BATTERY,20-29,F,WWH,6
3/31/2021,ASSAULT,30-39,F,BLK,87
3/31/2018,CRIMINAL SEXUAL ASSAULT,40-49,M,WHI,1
12/31/2013,ASSAULT,20-29,F,WBH,1
6/30/2018,ROBBERY,20-29,M,I,3
9/30/2021,ROBBERY,0-19,M,BLK,32
12/31/2022,HOMICIDE,30-39,M,BLK,2
12/31/2020,BATTERY,80+,M,WWH,1
9/30/2003,ROBBERY,20-29,F,WWH,1
9/30/2015,ROBBERY,30-39,F,WHI,2
12/31/2014,ASSAULT,50-59,M,WWH,8
12/31/2013,ROBBERY,0-19,M,WHI,11
6/30/2018,ASSAULT,0-19,M,UNKNOWN,4
9/30/2021,ROBBERY,UNKNOWN,F,BLK,7
3/31/2010,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,183
12/31/2015,ROBBERY,30-39,M,WBH,1
9/30/2003,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,2
9/30/2010,ASSAULT,30-39,UNKNOWN,UNKNOWN,5
6/30/2008,ROBBERY,60-69,F,BLK,21
6/30/2006,ASSAULT,40-49,F,BLK,59
3/31/2004,ASSAULT,0-19,F,WHI,6
12/31/2014,HOMICIDE,0-19,M,BLK,6
3/31/2023,HOMICIDE,40-49,F,WWH,1
12/31/2005,ASSAULT,60-69,M,WWH,1
9/30/2017,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,24
6/30/2014,CRIMINAL SEXUAL ASSAULT,50-59,M,BLK,1
6/30/2001,BATTERY,30-39,M,BLK,314
6/30/2002,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,1
9/30/2005,BATTERY,60-69,F,WHI,2
3/31/2016,ASSAULT,30-39,F,API,2
3/31/2012,ROBBERY,60-69,F,WWH,5
9/30/2000,HOMICIDE,0-19,F,BLK,1
3/31/2005,ROBBERY,0-19,F,WWH,15
12/31/2021,HOMICIDE,50-59,M,BLK,1
12/31/2013,ASSAULT,70-79,M,WHI,1
9/30/2013,ASSAULT,20-29,M,WHI,22
3/31/2004,ROBBERY,70-79,F,WHI,13
6/30/2006,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,10
3/31/2008,BATTERY,40-49,F,API,2
6/30/2018,ROBBERY,40-49,F,UNKNOWN,1
12/31/2018,CRIMINAL SEXUAL ASSAULT,30-39,F,WBH,1
3/31/2022,ROBBERY,0-19,F,WHI,8
12/31/2003,ASSAULT,0-19,F,WWH,5
3/31/2021,BATTERY,0-19,M,UNKNOWN,1
12/31/2001,ROBBERY,30-39,M,API,32
12/31/2020,BATTERY,0-19,F,BLK,9
12/31/2014,HOMICIDE,20-29,M,WWH,1
12/31/2008,BATTERY,60-69,F,API,1
12/31/2010,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,2
3/31/2002,BATTERY,30-39,F,WWH,15
9/30/2005,ASSAULT,30-39,M,WWH,46
3/31/2016,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,8
9/30/2011,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,3
9/30/2002,ASSAULT,40-49,F,WBH,2
12/31/2019,BATTERY,50-59,F,API,1
6/30/2022,BATTERY,30-39,M,BLK,107
3/31/2013,ASSAULT,50-59,M,WHI,1
12/31/2005,BATTERY,30-39,F,WHI,7
9/30/2001,ROBBERY,UNKNOWN,M,API,8
9/30/2021,ASSAULT,40-49,F,BLK,41
9/30/2009,HOMICIDE,20-29,F,WHI,1
12/31/2012,ASSAULT,0-19,M,WWH,19
6/30/2002,ASSAULT,60-69,F,WHI,2
3/31/2018,ROBBERY,40-49,M,UNKNOWN,5
12/31/2019,ASSAULT,0-19,M,BLK,4
3/31/2006,ROBBERY,0-19,F,BLK,2
12/31/2006,ASSAULT,60-69,M,BLK,2
9/30/2007,ROBBERY,0-19,M,I,1
12/31/2016,ASSAULT,40-49,M,UNKNOWN,2
9/30/2019,BATTERY,50-59,M,UNKNOWN,4
3/31/2018,BATTERY,30-39,M,BLK,57
12/31/2018,HOMICIDE,30-39,M,BLK,19
6/30/2022,BATTERY,40-49,F,BLK,30
6/30/2002,ROBBERY,0-19,M,BLK,96
12/31/2019,ASSAULT,80+,F,WWH,1
6/30/2021,HOMICIDE,0-19,F,WWH,2
6/30/2014,ROBBERY,80+,M,BLK,6
12/31/2010,ROBBERY,50-59,F,UNKNOWN,4
6/30/2012,ROBBERY,60-69,M,WWH,14
12/31/2010,ROBBERY,30-39,M,I,3
6/30/2018,ROBBERY,0-19,UNKNOWN,UNKNOWN,1
6/30/2014,HOMICIDE,20-29,F,BLK,1
12/31/2007,HOMICIDE,20-29,M,BLK,35
6/30/2021,BATTERY,UNKNOWN,M,UNKNOWN,1
9/30/2010,ROBBERY,60-69,M,I,1
3/31/2008,ROBBERY,60-69,M,BLK,63
6/30/2005,ASSAULT,40-49,F,WWH,7
6/30/2002,BATTERY,30-39,M,WWH,15
3/31/2009,ASSAULT,0-19,M,UNKNOWN,1
6/30/2006,HOMICIDE,80+,M,BLK,1
3/31/2022,HOMICIDE,30-39,F,BLK,1
3/31/1991,HOMICIDE,20-29,M,BLK,1
6/30/2013,ASSAULT,50-59,F,WHI,5
6/30/2019,CRIMINAL SEXUAL ASSAULT,80+,F,BLK,2
3/31/1992,HOMICIDE,20-29,M,BLK,3
12/31/2009,BATTERY,20-29,M,BLK,229
9/30/2018,BATTERY,40-49,M,BLK,68
9/30/2010,BATTERY,70-79,F,BLK,3
9/30/2008,BATTERY,UNKNOWN,M,UNKNOWN,2
12/31/1993,HOMICIDE,60-69,M,WWH,1
6/30/2005,BATTERY,40-49,F,WBH,1
9/30/2001,ROBBERY,50-59,M,I,1
9/30/2006,ASSAULT,30-39,M,BLK,38
6/30/2003,ROBBERY,50-59,M,WWH,44
12/31/2011,BATTERY,30-39,F,UNKNOWN,1
3/31/2019,ROBBERY,50-59,M,BLK,76
6/30/2005,ROBBERY,0-19,M,WWH,66
3/31/2017,ROBBERY,0-19,M,BLK,51
3/31/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,2
12/31/2017,ASSAULT,50-59,M,BLK,22
12/31/2022,ROBBERY,80+,F,BLK,5
6/30/2010,ROBBERY,0-19,UNKNOWN,UNKNOWN,4
3/31/2017,ASSAULT,70-79,M,BLK,1
3/31/2022,BATTERY,20-29,M,WWH,29
6/30/2020,ASSAULT,20-29,M,UNKNOWN,15
3/31/2010,ASSAULT,0-19,F,UNKNOWN,2
9/30/2008,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,5
12/31/2008,ROBBERY,40-49,M,BLK,1
6/30/2014,ROBBERY,0-19,F,WWH,1
12/31/2016,ROBBERY,0-19,F,UNKNOWN,1
3/31/2008,ROBBERY,UNKNOWN,M,BLK,9
3/31/2006,ASSAULT,40-49,M,BLK,85
12/31/2010,BATTERY,20-29,F,BLK,106
9/30/2001,ROBBERY,30-39,F,UNKNOWN,1
6/30/2009,ROBBERY,20-29,M,API,50
12/31/2008,BATTERY,30-39,M,UNKNOWN,2
6/30/1994,HOMICIDE,UNKNOWN,F,BLK,1
6/30/2004,ROBBERY,70-79,M,WHI,11
9/30/2008,BATTERY,70-79,M,BLK,5
6/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,5
3/31/2001,ASSAULT,0-19,M,UNKNOWN,3
3/31/2020,ASSAULT,70-79,M,API,1
6/30/2016,ROBBERY,50-59,UNKNOWN,UNKNOWN,2
12/31/2008,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,4
6/30/2014,BATTERY,20-29,M,WHI,2
3/31/2015,HOMICIDE,70-79,M,BLK,1
9/30/2001,BATTERY,40-49,F,BLK,73
6/30/2017,ROBBERY,40-49,UNKNOWN,BLK,1
12/31/2010,ROBBERY,80+,F,WHI,3
12/31/2021,CRIMINAL SEXUAL ASSAULT,30-39,M,WWH,2
9/30/2009,BATTERY,70-79,M,BLK,4
6/30/2016,ASSAULT,30-39,M,API,4
3/31/2016,ASSAULT,60-69,M,UNKNOWN,2
6/30/2007,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,276
12/31/2011,ASSAULT,0-19,M,BLK,5
9/30/2019,ROBBERY,20-29,M,BLK,4
6/30/2021,ASSAULT,30-39,M,BLK,130
6/30/2008,BATTERY,40-49,M,API,1
6/30/2004,ASSAULT,0-19,M,WHI,13
12/31/2008,ASSAULT,0-19,F,BLK,55
3/31/2014,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,4
6/30/2001,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,4
9/30/2011,ROBBERY,0-19,UNKNOWN,UNKNOWN,5
3/31/2002,BATTERY,0-19,F,WHI,1
9/30/2005,ASSAULT,0-19,M,WHI,5
3/31/2016,CRIMINAL SEXUAL ASSAULT,20-29,M,WWH,1
3/31/2020,ROBBERY,0-19,F,BLK,17
6/30/2018,ROBBERY,20-29,M,BLK,7
3/31/2002,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,51
3/31/2009,BATTERY,30-39,M,API,2
9/30/2016,BATTERY,0-19,M,BLK,106
9/30/2020,BATTERY,0-19,F,UNKNOWN,2
9/30/2006,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,379
6/30/2001,ROBBERY,20-29,F,BLK,194
9/30/2019,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,8
12/31/2017,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,1
6/30/2008,BATTERY,70-79,M,BLK,5
12/31/2005,ROBBERY,20-29,M,WHI,198
9/30/2002,ROBBERY,50-59,M,WWH,49
9/30/2013,ROBBERY,60-69,M,WWH,18
6/30/1995,HOMICIDE,20-29,F,BLK,1
9/30/2008,ROBBERY,20-29,M,API,34
3/31/2004,BATTERY,60-69,M,WHI,2
12/31/2005,BATTERY,0-19,F,WWH,5
9/30/2017,ASSAULT,30-39,M,API,8
12/31/2004,BATTERY,40-49,M,WHI,3
3/31/2021,ASSAULT,80+,M,WHI,1
12/31/2003,ASSAULT,30-39,F,WHI,4
6/30/2019,BATTERY,40-49,M,BLK,45
3/31/2011,ROBBERY,50-59,F,API,7
12/31/2006,ASSAULT,50-59,M,API,2
12/31/2012,BATTERY,50-59,M,WWH,2
12/31/2015,ASSAULT,20-29,F,WWH,7
3/31/2003,BATTERY,40-49,M,WWH,20
6/30/2009,BATTERY,UNKNOWN,M,UNKNOWN,4
12/31/2020,ASSAULT,60-69,M,BLK,21
9/30/2014,NON-FATAL,20-29,M,BLK,2
12/31/2008,ROBBERY,70-79,M,API,3
9/30/2018,CRIMINAL SEXUAL ASSAULT,80+,F,BLK,1
9/30/2015,ROBBERY,80+,M,BLK,4
9/30/2020,ASSAULT,30-39,M,BLK,98
